,carat,cut,color,clarity,depth,table,price,x,y,z
33192,0.31,Good,E,IF,57.7,55.0,912,4.51,4.6,2.63
39495,0.32,Very Good,H,VS2,63.0,57.0,505,4.35,4.38,2.75
42392,0.59,Ideal,G,VS2,62.0,57.0,1705,5.31,5.4,3.32
27205,0.31,Good,H,VS1,63.6,55.0,698,4.32,4.29,2.74
19327,1.51,Very Good,H,SI2,62.3,58.0,9107,7.31,7.35,4.57
1323,0.7,Good,E,VS1,59.8,62.0,2973,5.74,5.8,3.45
17082,1.21,Ideal,H,VS2,62.9,55.0,7513,6.77,6.8,4.27
34621,0.35,Ideal,G,IF,60.2,55.0,979,4.63,4.64,2.79
29780,0.47,Ideal,H,SI2,61.8,54.0,782,5.01,5.05,3.11
41952,0.56,Ideal,G,VS2,60.7,55.0,1662,5.32,5.35,3.24
24595,2.12,Very Good,H,SI2,62.3,59.0,16151,8.15,8.19,5.09
10351,1.02,Very Good,D,SI2,58.8,58.0,4964,6.62,6.68,3.91
14076,1.04,Premium,G,VS2,60.0,58.0,6122,6.62,6.54,3.95
608,1.01,Good,H,I1,64.2,61.0,2846,6.25,6.18,3.99
49583,0.73,Premium,G,VS1,63.0,57.0,2683,5.75,5.67,3.6
41118,0.56,Ideal,E,SI1,62.3,56.0,1580,5.26,5.3,3.29
15258,1.53,Very Good,H,SI2,60.6,63.0,6597,7.43,7.38,4.49
41762,0.59,Good,F,VS2,64.9,57.0,1643,5.2,5.25,3.39
16790,1.01,Premium,F,VS1,59.4,60.0,7353,6.5,6.46,3.85
32310,0.3,Premium,H,VVS1,62.2,58.0,878,4.29,4.26,2.66
30070,0.32,Very Good,E,VS1,61.1,59.8,792,4.43,4.45,2.71
37429,0.42,Ideal,D,VS1,61.8,56.0,1132,4.82,4.86,2.99
17919,0.4,Good,E,SI2,63.9,57.0,622,4.65,4.71,2.99
49005,0.55,Ideal,F,VVS2,62.3,54.0,2581,5.29,5.27,3.29
383,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7
15331,1.36,Premium,J,VS2,61.9,59.0,6626,7.09,7.06,4.38
39309,0.51,Ideal,G,SI1,63.0,53.0,1312,5.13,5.1,3.22
22848,1.7,Ideal,I,VS1,61.9,55.0,12996,7.65,7.72,4.75
12781,1.09,Premium,E,SI1,62.5,57.0,5640,6.61,6.55,4.11
14524,1.51,Fair,H,SI2,64.5,59.0,6291,7.21,7.15,4.63
29005,0.32,Ideal,I,VS2,60.3,56.0,449,4.44,4.45,2.68
24639,2.01,Premium,G,SI1,62.3,61.0,16242,7.96,7.89,5.02
13832,1.23,Premium,F,SI2,61.2,58.0,6038,6.91,6.84,4.21
42399,0.53,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19
475,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13
36800,0.44,Premium,D,SI1,62.9,58.0,1089,4.85,4.82,3.04
18372,1.01,Good,E,VVS2,63.9,58.0,8415,6.31,6.37,4.05
24106,1.66,Very Good,G,VS2,63.2,56.0,15229,7.61,7.49,4.77
26758,0.41,Very Good,D,SI2,62.7,58.0,683,4.75,4.78,2.99
1467,0.83,Very Good,F,SI1,62.1,58.0,3010,5.98,6.06,3.74
46223,0.59,Premium,E,VS2,60.8,57.0,2177,5.42,5.37,3.28
6724,1.02,Premium,H,SI2,59.8,59.0,4207,6.5,6.54,3.9
14018,1.0,Very Good,F,VS1,58.1,62.0,6098,6.57,6.62,3.83
14019,1.0,Good,F,VS2,63.8,58.0,6098,6.28,6.32,4.02
37664,0.54,Premium,F,SI2,59.6,60.0,1154,5.25,5.28,3.14
17462,1.41,Good,G,SI1,63.7,57.0,7738,7.13,7.03,4.51
34018,0.4,Ideal,E,VS1,62.4,54.0,951,4.73,4.75,2.96
8122,1.02,Ideal,E,SI2,62.8,55.0,4478,6.43,6.4,4.03
14400,1.14,Premium,D,SI1,58.9,59.0,6256,6.84,6.78,4.01
7600,0.71,Ideal,D,VS1,61.7,56.0,4380,5.71,5.74,3.53
36897,0.4,Ideal,G,VVS1,61.8,56.0,1097,4.72,4.75,2.92
44429,0.52,Ideal,D,VS2,61.7,56.0,1919,5.18,5.16,3.19
47765,0.51,Premium,D,VVS2,62.4,59.0,2387,5.13,5.06,3.18
3303,0.59,Ideal,E,VVS1,60.7,57.0,3422,5.41,5.45,3.29
6342,1.1,Good,I,SI1,63.1,61.0,4133,6.49,6.56,4.12
23556,2.14,Ideal,I,SI2,60.7,57.0,14138,8.34,8.4,5.08
15464,0.3,Good,D,VS1,64.3,56.0,610,4.22,4.27,2.73
923,0.7,Very Good,F,SI1,61.9,58.0,2900,5.71,5.72,3.54
20458,1.58,Very Good,I,VS1,61.8,57.0,10112,7.5,7.56,4.64
3601,0.8,Premium,E,VS2,63.0,56.0,3494,5.91,5.84,3.7
39664,0.53,Good,D,SI2,54.3,65.0,1352,5.46,5.51,2.98
3875,0.73,Very Good,E,VVS2,60.2,60.0,3565,5.81,5.85,3.51
6868,0.9,Premium,F,VS2,58.7,59.0,4234,6.34,6.3,3.71
7028,0.93,Ideal,H,VS1,62.7,54.0,4265,6.25,6.2,3.9
34519,0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75
4346,0.9,Premium,H,SI1,62.0,62.0,3679,6.13,6.03,3.77
42202,0.56,Very Good,H,VS1,59.8,56.0,1688,5.35,5.38,3.21
20903,1.5,Good,G,SI1,63.7,59.0,10618,7.23,7.19,4.59
41872,0.51,Ideal,E,VS2,60.4,57.0,1656,5.15,5.18,3.12
8541,1.01,Good,E,SI1,64.5,56.0,4563,6.24,6.29,4.04
6006,0.9,Very Good,D,SI1,62.4,63.0,4068,6.15,6.18,3.85
15404,1.19,Ideal,H,VS2,62.1,59.0,6662,6.82,6.73,4.21
23728,1.7,Good,G,VS1,63.5,56.0,14445,7.53,7.64,4.82
39782,0.32,Very Good,H,VS2,62.4,58.0,505,4.33,4.36,2.71
11402,1.01,Very Good,E,SI1,62.4,58.0,5229,6.36,6.4,3.99
40075,0.42,Ideal,G,IF,61.6,56.0,1400,4.85,4.86,2.99
30389,0.34,Premium,D,SI1,62.4,58.0,803,4.46,4.42,2.77
2625,0.78,Ideal,I,VVS2,62.4,56.0,3267,5.87,5.9,3.67
40571,0.54,Very Good,E,SI1,63.2,57.0,1440,5.15,5.2,3.27
16718,1.5,Fair,G,SI1,56.1,62.0,7300,7.6,7.52,4.24
39070,0.5,Ideal,F,SI1,59.9,57.0,1286,5.19,5.16,3.1
14881,1.18,Ideal,H,SI1,61.5,57.0,6440,6.78,6.82,4.18
24626,1.87,Premium,E,SI1,61.9,58.0,16232,7.94,7.88,4.9
45886,0.6,Premium,E,VS2,59.3,60.0,2124,5.51,5.46,3.25
39562,0.54,Very Good,H,VS2,62.6,58.0,1338,5.16,5.19,3.24
39570,0.52,Premium,G,SI1,62.8,61.0,1338,5.14,5.11,3.22
22175,1.54,Ideal,H,VVS2,62.6,56.0,12061,7.35,7.42,4.62
14664,1.1,Very Good,D,SI1,60.7,55.0,6352,6.71,6.74,4.08
20735,0.31,Fair,G,VVS2,65.5,58.0,629,4.25,4.24,2.78
18938,1.73,Premium,F,SI2,63.0,60.0,8816,7.63,7.52,4.77
33113,0.3,Premium,E,VS1,61.9,60.0,911,4.3,4.26,2.65
41687,0.31,Ideal,I,SI1,62.7,56.0,523,4.34,4.3,2.71
47224,0.31,Very Good,H,VS1,62.4,58.0,544,4.28,4.34,2.69
18349,1.51,Ideal,I,SI1,62.7,57.0,8400,7.35,7.3,4.59
32614,0.43,Ideal,H,SI1,60.7,54.0,891,4.96,4.92,3.0
41823,0.56,Premium,F,VS2,59.6,58.0,1654,5.34,5.36,3.19
5784,0.71,Ideal,G,VVS1,61.2,56.0,4015,5.75,5.81,3.54
47761,0.71,Premium,E,SI2,62.2,57.0,2386,5.74,5.68,3.55
43474,0.52,Ideal,E,VS2,61.1,57.0,1815,5.2,5.18,3.17
27996,0.39,Premium,H,SI2,62.4,59.0,721,4.65,4.58,2.88
7989,1.11,Ideal,I,SI2,61.9,57.0,4457,6.66,6.62,4.11
24046,2.01,Premium,G,SI1,61.8,59.0,15105,8.15,8.09,5.02
37658,0.41,Premium,E,VS1,60.4,58.0,1153,4.82,4.78,2.9
2357,0.75,Very Good,E,VS2,62.8,55.0,3206,5.77,5.79,3.63
48586,0.7,Very Good,H,VS2,63.0,55.4,2513,5.67,5.7,3.58
49350,0.73,Ideal,E,SI1,60.5,57.0,2644,5.85,5.88,3.55
1398,0.7,Ideal,G,VS1,60.9,56.0,2995,5.76,5.8,3.52
30359,0.31,Premium,G,VS1,62.2,58.0,802,4.38,4.34,2.71
15274,1.2,Premium,F,SI1,60.2,58.0,6604,6.9,6.86,4.14
43313,0.71,Ideal,H,SI2,62.6,56.0,1800,5.75,5.69,3.58
13501,1.0,Good,G,VS1,64.4,58.0,5906,6.23,6.29,4.03
9279,0.32,Premium,H,SI1,62.6,55.0,591,4.38,4.37,2.74
38054,0.41,Premium,F,VVS2,60.4,58.0,1192,4.84,4.8,2.91
35520,0.37,Very Good,F,SI2,60.7,57.0,487,4.62,4.67,2.82
41307,0.52,Ideal,D,SI1,62.9,56.0,1605,5.16,5.11,3.23
48422,0.72,Very Good,G,SI1,62.5,60.0,2488,5.69,5.73,3.57
38628,0.5,Premium,E,SI2,61.7,58.0,1240,5.12,5.06,3.14
37467,0.42,Ideal,G,SI1,61.6,56.0,1136,4.83,4.85,2.98
16900,1.36,Premium,E,SI2,61.7,59.0,7421,7.2,7.09,4.41
18439,1.52,Premium,I,SI1,61.9,58.0,8477,7.37,7.42,4.58
40811,0.5,Very Good,E,VS2,61.8,57.0,1547,5.05,5.11,3.14
470,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67
17018,1.03,Very Good,E,VS1,61.5,58.0,7477,6.43,6.55,3.99
33441,0.38,Ideal,E,VS1,61.6,56.0,924,4.65,4.7,2.88
9038,1.11,Premium,G,SI2,61.5,58.0,4670,6.6,6.67,4.08
32850,0.4,Ideal,G,SI1,60.2,56.0,900,4.83,4.77,2.89
42367,0.55,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2
42219,0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21
14971,1.02,Very Good,F,VS2,59.4,58.0,6479,6.52,6.62,3.9
45349,0.7,Very Good,H,SI1,57.7,60.0,2048,5.85,5.9,3.39
7969,1.16,Very Good,H,SI2,63.2,57.0,4455,6.66,6.7,4.22
39257,0.51,Good,E,SI1,63.3,59.0,1304,5.05,5.09,3.21
46278,0.3,Ideal,H,SI1,63.0,54.0,540,4.3,4.27,2.7
46592,0.36,Premium,J,SI1,61.3,60.0,541,4.59,4.52,2.79
31454,0.3,Ideal,E,VS2,62.0,55.0,844,4.3,4.25,2.65
22417,2.1,Very Good,J,SI2,59.1,58.0,12381,8.4,8.46,4.98
13926,1.49,Very Good,F,I1,62.6,53.6,6064,7.28,7.31,4.57
37401,0.43,Premium,F,VS1,62.2,61.0,1129,4.83,4.75,2.98
43737,0.5,Premium,F,VS1,62.0,58.0,1838,5.1,5.03,3.14
30779,0.3,Premium,H,VVS1,61.1,61.0,819,4.3,4.27,2.62
3643,0.9,Good,D,SI1,61.9,64.0,3505,6.09,6.0,3.74
9724,1.04,Premium,G,SI1,59.2,61.0,4811,6.68,6.63,3.94
33614,0.41,Premium,E,VS2,61.3,58.0,935,4.74,4.79,2.92
27844,0.4,Good,H,VS2,63.1,62.0,717,4.75,4.66,2.97
34914,0.39,Premium,H,VVS1,61.5,56.0,990,4.73,4.7,2.9
8501,1.02,Premium,H,SI1,61.9,61.0,4558,6.42,6.34,3.95
9392,1.02,Ideal,I,SI1,62.0,56.0,4738,6.44,6.46,4.0
3248,0.71,Very Good,D,VS1,63.2,57.0,3406,5.63,5.67,3.57
8913,1.01,Fair,G,SI1,60.4,62.0,4646,6.31,6.34,3.82
10427,1.0,Premium,H,VS2,60.4,58.0,4984,6.51,6.46,3.92
27038,0.41,Very Good,I,SI2,63.5,57.0,692,4.72,4.7,2.99
25237,2.29,Premium,H,VS2,61.6,60.0,17539,8.45,8.43,5.2
25927,0.3,Premium,E,VS2,59.9,59.0,658,4.33,4.38,2.61
38178,0.46,Good,D,VS2,63.2,56.0,1205,4.89,4.92,3.1
17180,1.25,Ideal,H,SI1,62.4,55.0,7573,6.9,6.86,4.3
10072,0.96,Very Good,G,VS1,60.5,63.0,4892,6.32,6.28,3.81
32148,0.31,Ideal,E,VS2,61.6,56.0,872,4.38,4.32,2.68
33136,0.3,Premium,D,VS2,61.0,60.0,911,4.33,4.29,2.63
41096,0.33,Very Good,H,VS2,61.4,58.0,521,4.44,4.49,2.74
11632,1.0,Very Good,H,SI1,60.9,58.0,5287,6.43,6.46,3.93
18044,1.4,Premium,H,SI1,62.1,60.0,8133,7.21,7.12,4.45
181,0.7,Ideal,E,SI1,61.4,57.0,2777,5.76,5.7,3.52
9206,1.12,Premium,H,SI2,61.9,58.0,4704,6.74,6.66,4.15
13660,1.02,Premium,E,SI1,61.4,58.0,5956,6.48,6.45,3.97
49198,0.59,Ideal,G,IF,62.5,57.0,2611,5.34,5.38,3.35
23923,1.8,Ideal,F,SI1,61.9,56.0,14814,7.78,7.87,4.84
14766,1.01,Good,E,VS2,63.3,60.0,6399,6.3,6.33,4.0
1143,0.78,Very Good,D,SI1,62.4,58.0,2945,5.86,5.9,3.67
29225,0.34,Premium,G,VS2,61.2,59.0,765,4.49,4.43,2.73
19485,0.31,Premium,F,VS2,61.8,59.0,625,4.31,4.33,2.67
44866,0.51,Ideal,G,VVS2,61.9,55.0,1974,5.19,5.15,3.2
37958,0.41,Ideal,F,VS1,61.5,55.0,1180,4.8,4.83,2.96
20021,1.01,Premium,E,VVS2,62.4,58.0,9711,6.42,6.36,3.99
38219,0.56,Premium,G,SI2,60.0,60.0,1208,5.48,5.42,3.11
40063,0.5,Fair,E,VS2,65.4,57.0,1397,5.01,4.81,3.21
46917,0.23,Very Good,F,VS2,61.6,59.0,402,3.96,4.0,2.45
24697,2.14,Premium,H,VS2,61.7,58.0,16390,8.28,8.22,5.09
13645,1.28,Premium,H,SI2,61.9,56.0,5949,7.02,6.94,4.32
37893,0.41,Ideal,D,VS2,61.7,55.0,1177,4.8,4.76,2.95
30388,0.34,Premium,D,SI1,62.7,59.0,803,4.45,4.42,2.78
1008,0.71,Premium,D,SI1,60.6,58.0,2913,5.77,5.79,3.5
33452,0.4,Very Good,G,VVS2,61.6,58.0,925,4.73,4.78,2.93
37175,0.41,Ideal,F,VVS2,60.1,57.0,1115,4.83,4.85,2.91
24362,2.48,Very Good,H,SI2,63.3,56.0,15746,8.6,8.55,5.43
16064,0.34,Premium,I,VS2,62.1,57.0,612,4.48,4.44,2.77
8147,1.0,Fair,E,VS2,66.4,51.0,4480,6.31,6.22,4.16
48371,0.54,Ideal,E,VVS2,61.9,54.5,2479,5.22,5.25,3.23
18821,1.51,Good,D,SI2,61.5,61.0,8742,7.37,7.42,4.55
40309,0.54,Premium,G,VS2,62.7,58.0,1422,5.21,5.25,3.28
25098,0.28,Premium,G,VVS2,60.2,60.0,646,4.26,4.24,2.56
10308,1.08,Premium,F,SI1,62.1,58.0,4953,6.61,6.57,4.09
41325,0.53,Very Good,E,VS2,61.4,55.0,1607,5.21,5.24,3.21
23587,1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52
13443,1.21,Ideal,H,VS2,62.8,55.0,5882,6.79,6.74,4.25
46795,0.67,Good,E,VS2,61.6,61.0,2270,5.57,5.6,3.44
35823,0.33,Ideal,F,VVS2,62.2,56.0,1040,4.45,4.43,2.76
45302,0.51,Very Good,F,VVS2,62.0,56.0,2041,5.1,5.15,3.17
20667,1.1,Ideal,D,VS2,61.7,56.0,10350,6.63,6.67,4.1
35110,0.37,Very Good,G,IF,61.8,56.0,1003,4.6,4.64,2.85
33504,0.33,Premium,E,VS2,60.6,60.0,928,4.48,4.43,2.7
37964,0.41,Ideal,D,VVS2,62.5,57.0,1181,4.75,4.72,2.96
12736,1.01,Premium,G,VS2,59.8,61.0,5620,6.53,6.44,3.88
10608,0.71,Ideal,F,VVS1,61.7,56.0,5019,5.73,5.77,3.55
21453,1.6,Very Good,I,VVS1,59.8,56.0,11170,7.6,7.68,4.57
4285,1.04,Premium,J,SI2,62.0,59.0,3669,6.49,6.47,4.02
37495,0.38,Ideal,D,VS1,62.5,56.0,1140,4.67,4.64,2.91
41499,0.59,Very Good,G,VS2,62.8,59.0,1623,5.28,5.33,3.33
37440,0.34,Ideal,D,VVS1,62.4,55.0,1133,4.45,4.49,2.79
33207,0.31,Ideal,F,IF,61.2,56.0,914,4.37,4.39,2.68
1623,0.83,Ideal,G,SI1,62.1,57.0,3044,6.03,5.95,3.72
38430,0.5,Good,F,SI1,57.9,62.0,1231,5.21,5.18,3.01
43778,0.7,Premium,J,VVS2,61.9,58.0,1843,5.67,5.73,3.53
8134,1.01,Good,F,SI1,63.3,58.0,4479,6.31,6.4,4.02
29537,0.3,Premium,G,VS1,62.2,59.0,776,4.28,4.24,2.65
9737,1.0,Premium,H,SI1,62.8,58.0,4816,6.38,6.36,4.0
17210,1.0,Premium,E,VS1,61.1,60.0,7588,6.43,6.41,3.92
7609,0.9,Very Good,D,SI1,62.6,58.0,4381,6.11,6.15,3.84
20623,1.04,Premium,D,VVS2,60.8,58.0,10314,6.53,6.49,3.96
31347,0.4,Premium,F,VS2,60.7,60.0,842,4.75,4.8,2.9
16467,1.0,Ideal,E,VS2,62.5,57.0,7177,6.38,6.45,4.01
25417,2.09,Ideal,I,VS2,62.5,56.0,17999,8.13,8.17,5.1
26559,0.33,Very Good,G,SI2,62.9,55.0,434,4.41,4.46,2.79
2877,0.9,Very Good,H,SI2,62.0,58.0,3324,6.11,6.12,3.79
24433,0.32,Very Good,G,VS1,62.8,58.0,645,4.34,4.39,2.74
43714,0.51,Very Good,D,VS1,63.1,58.0,1838,5.05,5.1,3.2
44228,0.54,Ideal,D,VS2,61.3,56.0,1892,5.22,5.26,3.21
34575,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57
40894,0.53,Premium,F,VS1,61.5,61.0,1558,5.17,5.11,3.16
6110,0.9,Very Good,I,VS2,61.4,58.0,4089,6.22,6.25,3.83
30071,0.35,Very Good,D,VS1,63.9,55.0,792,4.49,4.53,2.88
4919,0.9,Very Good,H,VS2,61.6,63.0,3810,6.14,6.1,3.77
23602,2.1,Very Good,J,VS2,61.3,59.0,14229,8.21,8.27,5.05
38566,0.24,Ideal,H,VVS1,60.7,57.0,504,4.02,4.05,2.44
38519,0.52,Ideal,H,VS2,61.7,54.0,1238,5.18,5.22,3.21
43735,0.5,Premium,F,VS1,61.8,60.0,1838,5.1,5.06,3.14
41048,0.52,Ideal,G,VS2,62.0,55.0,1577,5.19,5.13,3.2
10178,0.33,Premium,E,SI2,59.7,58.0,594,4.53,4.48,2.69
47491,0.7,Ideal,I,VS1,62.2,57.0,2355,5.69,5.66,3.53
35019,0.38,Ideal,F,VS1,62.8,56.0,998,4.64,4.59,2.9
3704,0.73,Ideal,F,VVS2,61.7,54.0,3524,5.76,5.82,3.57
26848,0.31,Very Good,E,SI2,61.2,61.0,435,4.36,4.37,2.67
49626,0.78,Fair,H,VS2,54.7,67.0,2691,6.25,6.15,3.4
22254,1.8,Good,F,SI2,57.9,58.0,12196,8.08,8.13,4.69
12838,1.0,Ideal,F,SI1,63.0,56.0,5656,6.41,6.38,4.03
39269,0.5,Ideal,F,SI2,62.0,55.0,1305,5.12,5.09,3.16
31341,0.32,Premium,G,VVS1,62.6,58.0,842,4.38,4.41,2.75
33036,0.3,Premium,I,VS1,61.7,59.0,473,4.26,4.3,2.64
31227,0.34,Very Good,G,VVS1,59.0,62.0,835,4.56,4.6,2.7
2259,0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63
1335,0.77,Premium,E,SI1,60.4,58.0,2975,6.0,5.88,3.59
44090,0.73,Ideal,J,SI1,61.8,56.0,1877,5.78,5.81,3.58
12573,1.3,Premium,J,SI1,61.9,56.0,5569,7.07,7.04,4.37
9232,1.11,Ideal,H,SI2,61.4,57.0,4709,6.63,6.67,4.08
13420,1.68,Good,E,I1,64.3,60.0,5871,7.48,7.44,4.8
26637,0.31,Premium,E,VS2,62.7,58.0,680,4.31,4.33,2.71
47827,0.7,Fair,H,VS1,59.6,66.0,2395,5.8,5.74,3.44
27522,0.28,Very Good,F,VVS2,61.1,57.0,707,4.24,4.27,2.6
2453,0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33
13999,1.24,Ideal,H,SI1,62.5,56.0,6095,6.92,6.88,4.31
22598,2.18,Premium,H,SI2,59.4,61.0,12631,8.49,8.45,0.0
42516,0.52,Ideal,D,SI1,60.0,56.0,1720,5.24,5.19,3.13
34071,0.32,Premium,G,IF,62.0,60.0,954,4.37,4.41,2.72
47039,0.72,Ideal,F,SI2,61.2,58.0,2300,5.72,5.78,3.52
37894,0.47,Very Good,H,VS2,57.2,60.0,1178,5.18,5.21,2.97
18326,1.51,Premium,J,VS1,62.1,58.0,8371,7.36,7.4,4.58
35565,0.33,Ideal,D,VVS2,60.9,57.0,1021,4.48,4.46,2.72
18596,1.22,Very Good,F,VS2,62.3,57.0,8575,6.8,6.84,4.25
44018,0.38,Ideal,D,VVS1,60.3,56.0,1867,4.72,4.74,2.85
28852,0.36,Ideal,E,VS1,61.5,55.0,753,4.58,4.66,2.84
5038,1.01,Premium,F,SI2,59.2,58.0,3837,6.5,6.47,0.0
28822,0.33,Premium,G,VVS2,61.7,59.0,752,4.39,4.42,2.72
23787,2.02,Premium,E,SI2,60.4,57.0,14574,8.21,8.18,4.95
46905,0.26,Very Good,F,SI1,61.4,56.0,401,4.13,4.16,2.54
29223,0.34,Premium,G,VS2,62.0,59.0,765,4.47,4.43,2.76
33531,0.38,Ideal,D,VS2,63.0,54.0,929,4.61,4.66,2.92
19409,1.18,Premium,G,VVS2,58.2,62.0,9188,6.92,6.89,4.02
36193,0.41,Premium,G,VVS2,62.2,58.0,1056,4.82,4.76,2.98
44585,0.5,Very Good,G,VVS1,61.3,57.0,1940,5.15,5.07,3.13
29686,0.31,Ideal,D,VVS2,60.9,57.0,777,4.38,4.42,2.68
4400,0.93,Premium,G,SI2,62.2,55.0,3689,6.27,6.24,3.89
29560,0.3,Very Good,H,VVS2,63.5,55.0,776,4.28,4.25,2.71
42632,0.53,Ideal,E,VS2,61.0,57.0,1727,5.26,5.23,3.2
15998,1.22,Premium,H,VS2,62.4,58.0,6934,6.84,6.79,4.25
25919,0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63
38096,0.41,Ideal,F,VVS1,61.6,55.0,1196,4.79,4.82,2.96
8672,1.01,Very Good,G,SI1,62.9,54.0,4588,6.41,6.47,4.05
36699,0.34,Ideal,E,VVS1,61.9,56.0,1084,4.51,4.47,2.78
46166,0.52,Ideal,F,VVS2,61.6,57.0,2168,5.16,5.2,3.19
40051,0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93
28631,0.33,Premium,G,VS2,62.0,58.0,743,4.45,4.42,2.75
3833,0.71,Ideal,E,VS2,61.3,56.0,3553,5.76,5.79,3.54
22019,2.1,Good,I,SI2,62.9,64.0,11818,8.15,8.1,5.11
49427,0.73,Ideal,G,SI1,62.1,56.0,2654,5.74,5.79,3.58
10059,1.14,Very Good,H,SI1,59.2,58.0,4890,6.8,6.86,4.04
36529,0.41,Ideal,F,VS1,60.6,57.0,1076,4.84,4.79,2.92
18832,1.51,Ideal,I,SI1,62.4,59.0,8752,7.27,7.34,4.56
47779,0.76,Ideal,G,SI2,62.1,59.0,2389,5.81,5.84,3.62
38746,0.43,Ideal,F,VVS2,61.9,56.0,1250,4.87,4.82,3.0
35243,0.43,Ideal,G,VS1,61.1,56.0,1008,4.9,4.86,2.98
35417,0.41,Ideal,D,SI1,62.6,57.0,1015,4.78,4.74,2.98
27945,0.32,Ideal,G,VS2,61.7,57.0,720,4.4,4.38,2.71
30291,0.31,Ideal,G,VS1,62.4,55.0,802,4.35,4.33,2.71
1284,0.32,Ideal,E,SI1,61.9,55.0,559,4.4,4.43,2.73
15532,1.28,Premium,H,SI1,59.9,59.0,6701,7.08,7.05,4.23
46283,0.3,Premium,E,SI2,61.6,61.0,540,4.29,4.25,2.63
26891,0.34,Good,G,VS1,63.1,57.0,686,4.4,4.45,2.79
36066,0.33,Ideal,E,VVS1,61.5,56.0,1052,4.49,4.46,2.75
11947,1.09,Premium,F,SI1,62.7,58.0,5384,6.56,6.51,4.1
18650,1.02,Premium,F,VVS2,60.9,59.0,8616,6.44,6.56,3.96
45147,0.56,Premium,G,VS1,59.9,60.0,2013,5.41,5.37,3.23
1023,0.74,Premium,F,VS1,62.5,60.0,2917,5.78,5.74,3.6
17541,1.19,Premium,G,VS1,61.2,55.0,7797,6.86,6.81,4.18
34366,0.32,Premium,E,IF,60.0,61.0,967,4.5,4.46,2.69
32622,0.31,Ideal,G,IF,61.4,56.0,891,4.38,4.41,2.7
34336,0.33,Ideal,G,VVS2,62.7,55.0,965,4.46,4.41,2.78
7275,1.06,Ideal,I,SI1,62.2,56.0,4313,6.49,6.53,4.05
23982,1.8,Ideal,H,VS1,62.3,56.0,14968,7.76,7.79,4.84
44485,0.75,Ideal,J,VS2,62.3,57.0,1923,5.81,5.84,3.63
20807,1.51,Premium,H,SI2,61.6,60.0,10485,7.34,7.27,4.5
38767,0.51,Ideal,G,SI1,61.5,55.5,1254,5.13,5.19,3.17
46141,0.5,Ideal,E,VVS2,61.1,57.0,2165,5.13,5.15,3.14
26625,0.38,Ideal,E,SI1,60.7,56.0,680,4.69,4.73,2.86
42067,0.51,Very Good,D,VS2,62.5,58.0,1668,5.12,5.18,3.22
6197,0.3,Very Good,E,VS1,61.5,57.0,578,4.28,4.31,2.64
48227,0.73,Ideal,I,VVS2,60.1,56.0,2451,5.88,5.86,3.53
26507,0.3,Premium,G,VS2,60.6,60.0,675,4.34,4.3,2.62
15083,1.08,Ideal,G,VS2,62.4,55.0,6532,6.62,6.55,4.11
10890,1.1,Premium,D,SI2,61.5,60.0,5088,6.64,6.58,4.06
43640,0.87,Ideal,G,I1,61.5,57.0,1827,6.09,6.04,3.73
4160,0.9,Very Good,D,SI2,59.8,53.0,3632,6.2,6.25,3.72
19469,0.31,Very Good,F,VS2,61.5,56.0,625,4.34,4.41,2.69
32270,0.4,Ideal,G,VS1,61.3,55.0,877,4.75,4.78,2.92
37558,0.43,Ideal,F,VVS2,61.5,55.0,1148,4.85,4.88,2.99
40988,0.57,Premium,F,SI1,60.7,58.0,1571,5.36,5.32,3.24
18142,1.04,Very Good,G,IF,61.7,58.0,8225,6.47,6.6,4.03
45202,0.71,Ideal,H,SI2,61.8,55.0,2024,5.75,5.7,3.54
2633,0.81,Premium,E,SI1,60.8,59.0,3270,5.95,5.99,3.63
26124,0.39,Ideal,G,SI1,60.7,57.0,665,4.69,4.8,2.88
32213,0.32,Very Good,G,VVS1,61.2,59.0,876,4.41,4.45,2.71
34405,0.41,Ideal,E,SI1,62.6,57.0,969,4.73,4.72,2.96
9137,1.06,Premium,E,SI1,63.0,56.0,4689,6.54,6.45,4.09
31372,0.32,Ideal,G,VVS1,60.2,56.0,842,4.45,4.49,2.69
11900,1.22,Premium,I,SI1,61.2,59.0,5368,6.86,6.9,4.21
4178,0.74,Ideal,G,VS1,60.9,55.0,3635,5.84,5.91,3.58
44058,0.71,Very Good,I,SI2,63.7,57.0,1875,5.64,5.67,3.6
20924,1.52,Premium,G,VS1,58.8,61.0,10640,7.54,7.45,4.41
